gisjoin,year,state,county,total_households,total_families,agg_fam_incom,agg_unrel_incom,agg_prop_val,mean_pro_value,mean_fam_incom,mean_hous_incom,mean_hous_incom_2,mean_hous_incom_3,sum_agg_incom
G5100910,1970,Virginia,Highland County,838,688,4425000,334300,2573500,3071.0023866348447,6431.686046511628,5280.429594272076,5679.355608591885,398.92601431980904,4759300
G5100930,1970,Virginia,Isle of Wight County,5025,4355,35165800,2586750,33043500,6575.820895522388,8074.810562571756,6998.169154228855,7512.945273631841,514.776119402985,37752550
G5100950,1970,Virginia,James City County,4555,3959,39435900,3040050,46850500,10285.510428100988,9961.076029300328,8657.716794731065,9325.126234906696,667.4094401756312,42475950
G5100970,1970,Virginia,King and Queen County,1592,1371,10743300,553350,7919500,4974.560301507538,7836.1050328227575,6748.304020100502,7095.88567839196,347.5816582914573,11296650
G5100990,1970,Virginia,King George County,2359,1991,20704550,3151550,16164750,6852.3738872403565,10399.070818684078,8776.83340398474,10112.802034760492,1335.9686307757524,23856100
G5101010,1970,Virginia,King William County,2157,1826,16835800,1288100,15491500,7181.965693092257,9220.043811610076,7805.192396847473,8402.364394993047,597.1719981455725,18123900
G5101030,1970,Virginia,Lancaster County,3022,2440,19129150,1685550,31710000,10493.050959629385,7839.815573770492,6329.963600264726,6887.723362011912,557.7597617471873,20814700
G5101050,1970,Virginia,Lee County,6530,5550,28473300,1665450,21157750,3240.084226646248,5130.324324324324,4360.382848392037,4615.428790199081,255.04594180704441,30138750
G5101070,1970,Virginia,Loudoun County,10402,9118,105455550,8282150,139707250,13430.806575658527,11565.644878262778,10138.007114016535,10934.214574120362,796.2074601038262,113737700
G5101090,1970,Virginia,Louisa County,4040,3399,25228350,2207950,18464250,4570.358910891089,7422.285966460724,6244.641089108911,6791.163366336634,546.5222772277227,27436300
G5101110,1970,Virginia,Lunenburg County,3523,2945,20852550,1451200,15573500,4420.522282145898,7080.662139219015,5918.9753051376665,6330.896962815782,411.92165767811525,22303750
G5101130,1970,Virginia,Madison County,2546,2166,16133850,1122950,12211000,4796.150824823252,7448.684210526316,6336.940298507463,6778.004713275726,441.06441476826393,17256800
G5101150,1970,Virginia,Mathews County,2504,2006,19399500,1675600,22263250,8891.07428115016,9670.73778664008,7747.404153354632,8416.573482428115,669.1693290734825,21075100
G5101170,1970,Virginia,Mecklenburg County,8696,7444,54527150,4709000,46351500,5330.2092916283345,7324.979849543256,6270.371435142594,6811.884774609016,541.5133394664214,59236150
G5101190,1970,Virginia,Middlesex County,2078,1707,11865800,1224300,15060750,7247.714148219442,6951.259519625073,5710.202117420597,6299.374398460058,589.172281039461,13090100
G5101210,1970,Virginia,Montgomery County,13285,10943,103337500,19003150,97177500,7314.828754234099,9443.25139358494,7778.509597290177,9208.931125329318,1430.4215280391418,122340650
G5101230,1970,Virginia,Nansemond County,9788,8409,73968850,4600950,74633250,7624.974458520637,8796.390771792128,7557.095422966899,8027.155700858194,470.06027789129547,78569800
G5101250,1970,Virginia,Nelson County,3494,2918,19281200,1452800,14216250,4068.7607326846023,6607.676490747087,5518.374356038924,5934.172867773325,415.7985117344018,20734000
G5101270,1970,Virginia,New Kent County,1487,1330,11194200,300300,10249000,6892.400806993947,8416.69172932331,7528.043039677203,7729.993275050437,201.9502353732347,11494500
G5101310,1970,Virginia,Northampton County,4680,3568,20969900,3545750,22431750,4793.108974358975,5877.214125560538,4480.747863247863,5238.386752136752,757.6388888888889,24515650
G5101330,1970,Virginia,Northumberland County,3063,2521,19838350,1369250,23139750,7554.60333006856,7869.238397461325,6476.7711394058115,6923.800195886386,447.0290564805746,21207600
G5101350,1970,Virginia,Nottoway County,4260,3502,27351350,2615700,24143000,5667.370892018779,7810.208452312964,6420.50469483568,7034.518779342723,614.0140845070423,29967050
G5101370,1970,Virginia,Orange County,4282,3558,30330400,2027100,30488000,7120.037365716955,8524.564362001125,7083.232134516581,7556.632414759458,473.40028024287716,32357500
G5101390,1970,Virginia,Page County,5280,4442,33879550,2313750,37200000,7045.454545454545,7627.0936515083295,6416.581439393939,6854.791666666667,438.21022727272725,36193300
G5101410,1970,Virginia,Patrick County,4723,4167,30483500,1340750,20537500,4348.4014397628625,7315.454763618911,6454.2663561295785,6738.1431293669275,283.87677323734914,31824250
G5101430,1970,Virginia,Pittsylvania County,16582,14727,109581750,5592850,81067500,4888.885538535762,7440.873905072316,6608.476058376553,6945.760463152817,337.28440477626344,115174600
G5101450,1970,Virginia,Powhatan County,1755,1551,17220550,1367550,9706250,5530.626780626781,11102.869116698905,9812.279202279202,10591.509971509971,779.2307692307693,18588100
G5101470,1970,Virginia,Prince Edward County,3944,3123,27979700,4344600,23696750,6008.303752535497,8959.237912263849,7094.244421906694,8195.816430020284,1101.5720081135903,32324300
G5101490,1970,Virginia,Prince George County,5682,5207,50220400,23385150,38019750,6691.261879619852,9644.785865181486,8838.507567757832,12954.162266807461,4115.654699049631,73605550
G5101530,1970,Virginia,Prince William County,27760,25749,308844450,25373400,410825250,14799.180475504323,11994.42502621461,11125.52053314121,12039.547910662825,914.0273775216139,334217850
G5101550,1970,Virginia,Pulaski County,9027,7963,72421500,3997450,63616500,7047.357926221336,9094.750722089664,8022.7650382186775,8465.597651489974,442.8326132712972,76418950
G5101570,1970,Virginia,Rappahannock County,1545,1295,9519400,820900,6770250,4382.038834951456,7350.888030888031,6161.423948220065,6692.750809061488,531.3268608414239,10340300
G5101590,1970,Virginia,Richmond County,1753,1483,10146550,918900,12033000,6864.232743867656,6841.908293998651,5788.10610382202,6312.293211637193,524.1871078151739,11065450
G5101610,1970,Virginia,Roanoke County,19887,18029,205991650,12026000,293121000,14739.3271986725,11425.572688446391,10358.10579775733,10962.822446824559,604.7166490672298,218017650
G5101630,1970,Virginia,Rockbridge County,5017,4288,33348800,3245050,25647000,5112.0191349412,7777.238805970149,6647.159657165636,7293.970500298983,646.8108431333466,36593850
G5101650,1970,Virginia,Rockingham County,13961,12125,106248000,7751050,101567500,7275.087744430914,8762.721649484536,7610.343098631904,8165.536136379916,555.1930377480123,113999050
G5101670,1970,Virginia,Russell County,7020,6328,43084850,1197700,30715750,4375.462962962963,6808.6046144121365,6137.44301994302,6308.055555555556,170.61253561253562,44282550
G5101690,1970,Virginia,Scott County,7414,6642,42913950,2077800,32468750,4379.383598597248,6460.998193315267,5788.231723765848,6068.4852980847045,280.25357431885624,44991750
G5101710,1970,Virginia,Shenandoah County,7526,6200,48505850,4114600,49899750,6630.314908317831,7823.524193548387,6445.103640712197,6991.821684825937,546.718044113739,52620450
G5101730,1970,Virginia,Smyth County,9006,7929,61892000,4692150,57258500,6357.817010881635,7805.776264346071,6872.307350655119,7393.310015545192,521.0026648900733,66584150
G5101750,1970,Virginia,Southampton County,4920,4265,31508900,2209700,27687250,5627.489837398374,7387.784290738569,6404.247967479675,6853.373983739837,449.1260162601626,33718600
G5101770,1970,Virginia,Spotsylvania County,4715,4149,36749550,2013850,34654500,7349.84093319194,8857.447577729574,7794.1781548250265,8221.293743372216,427.1155885471898,38763400
G5101790,1970,Virginia,Stafford County,6706,6016,58438300,6086650,59992000,8946.018490903669,9713.813164893618,8714.330450342977,9621.972860125261,907.6424097822845,64524950
G5101810,1970,Virginia,Surry County,1578,1342,10388650,769000,5747250,3642.110266159696,7741.169895678092,6583.428390367554,7070.75411913815,487.3257287705957,11157650
G5101830,1970,Virginia,Sussex County,3035,2581,20394150,1710200,14318000,4717.627677100494,7901.646648585819,6719.654036243822,7283.146622734761,563.4925864909391,22104350
G5101850,1970,Virginia,Tazewell County,11955,10446,81536400,4999950,77290000,6465.077373483898,7805.5140723722,6820.276035131744,7238.506900878294,418.23086574654957,86536350
G5101870,1970,Virginia,Warren County,4976,4214,38383750,2851350,44494250,8941.770498392283,9108.626008542951,7713.77612540193,8286.796623794213,573.020498392283,41235100
G5101910,1970,Virginia,Washington County,12447,10788,78931500,5210450,83522750,6710.271551377842,7316.601779755284,6341.407568088696,6760.018478348196,418.61091025950026,84141950
G5101930,1970,Virginia,Westmoreland County,3702,3060,22594950,1833000,27403000,7402.215018908698,7383.970588235294,6103.444084278768,6598.581847649919,495.13776337115075,24427950
G5101950,1970,Virginia,Wise County,10639,9112,62231100,3663050,51471000,4837.9546949901305,6829.576382791923,5849.337343735314,6193.641319672902,344.3039759375881,65894150
G5101970,1970,Virginia,Wythe County,6764,5832,43801250,3099550,38712500,5723.314606741573,7510.502400548697,6475.643110585453,6933.885274985216,458.24216439976345,46900800
G5101990,1970,Virginia,York County,8900,8125,90073850,7887700,125541500,14105.786516853932,11086.012307692308,10120.657303370786,11006.91573033708,886.2584269662922,97961550
G5105100,1970,Virginia,Alexandria city,42477,28573,383450350,126093350,312272000,7351.554959154366,13420.024148671822,9027.246509875933,11995.755349954094,2968.50884007816,509543700
G5105150,1970,Virginia,Bedford city,1975,1550,14933950,2427450,18927500,9583.54430379747,9634.806451612903,7561.493670886076,8790.582278481013,1229.0886075949368,17361400
G5105200,1970,Virginia,Bristol city,4819,3771,31431050,3883000,38671750,8024.849553849346,8334.937682312384,6522.317908279726,7328.08673998755,805.7688317078232,35314050
G5105300,1970,Virginia,Buena Vista city,1925,1642,13887150,1011050,15725250,8168.961038961039,8457.460414129111,7214.103896103896,7739.324675324675,525.2207792207793,14898200
G5105400,1970,Virginia,Charlottesville city,13647,9733,99901350,23304000,131442250,9631.58569649007,10264.188842083633,7320.389096504727,9028.017146625632,1707.6280501209058,123205350
G5105500,1970,Virginia,Chesapeake city,25153,22633,217872950,13705250,275976000,10971.892020832505,9626.339857729863,8661.907128374349,9206.782491154137,544.8753627797877,231578200
G5105600,1970,Virginia,Clifton Forge City,1876,1453,13258900,1183100,15524000,8275.053304904051,9125.189263592567,7067.643923240938,7698.294243070362,630.6503198294243,14442000
G5105700,1970,Virginia,Colonial Heights city,4739,4199,48015250,3088850,61427000,12962.01730322853,11434.924982138604,10131.937117535344,10783.730744882887,651.7936273475417,51104100
G5105800,1970,Virginia,Covington city,3333,2804,23495700,2268450,24517000,7355.835583558356,8379.35092724679,7049.414941494149,7730.01800180018,680.6030603060306,25764150
G5105900,1970,Virginia,Danville city,15465,12292,116943350,12820700,130581250,8443.66311024895,9513.77725349821,7561.8073068218555,8390.821209182024,829.0139023601681,129764050
G5105950,1970,Virginia,Emporia city,1733,1389,11849650,1230750,12299750,7097.3744950952105,8531.065514758819,6837.651471436815,7547.836122331218,710.1846508944028,13080400
G5106000,1970,Virginia,Fairfax city,6122,5472,84913200,6026250,112344250,18350.906566481543,15517.763157894737,13870.17314603071,14854.532832407709,984.359686377001,90939450
G5106100,1970,Virginia,Falls Church city,3685,2964,46604800,7051400,58182500,15789.009497964722,15723.61673414305,12647.164179104477,14560.705563093623,1913.5413839891453,53656200
G5106200,1970,Virginia,Franklin city,2111,1748,20047700,1366700,18418500,8725.011842728565,11468.935926773456,9496.778777830412,10144.197063003316,647.4182851729039,21414400
G5106300,1970,Virginia,Fredericksburg city,4571,3436,37576900,7658100,42707750,9343.196237147233,10936.233993015134,8220.717567271931,9896.08400787574,1675.3664406038065,45235000
G5106400,1970,Virginia,Galax city,2153,1782,16093000,1007700,18324250,8511.031119368323,9030.864197530864,7474.686483975847,7942.731072921505,468.0445889456572,17100700
G5106500,1970,Virginia,Hampton city,34586,29874,322652200,39322000,384871500,11127.956398542763,10800.435161009573,9328.98282542069,10465.916844966172,1136.9340195454809,361974200
G5106600,1970,Virginia,Harrisonburg city,4327,3264,33689800,6341300,42279500,9771.088513981973,10321.629901960785,7785.948694245436,9251.467529466143,1465.5188352207072,40031100
G5106700,1970,Virginia,Hopewell city,7251,6210,62443400,5069500,64931250,8954.799338022342,10055.297906602254,8611.694938629154,9310.83988415391,699.1449455247553,67512900
G5106780,1970,Virginia,Lexington city,2135,1526,15316450,4062750,21110750,9887.939110070258,10036.992136304063,7173.981264637002,9076.908665105386,1902.9274004683841,19379200
G5106800,1970,Virginia,Lynchburg city,17475,13621,143896350,20161400,154902250,8864.220314735336,10564.30144629616,8234.412017167382,9388.140200286123,1153.728183118741,164057750
G5106900,1970,Virginia,Martinsville city,6021,5085,50767500,6469950,71129500,11813.569174555721,9983.77581120944,8431.738913801693,9506.302939711011,1074.5640259093175,57237450
G5107000,1970,Virginia,Newport News city,39537,33648,356572400,61439100,426018500,10775.185269494397,10597.135045173562,9018.701469509573,10572.666110225864,1553.9646407162911,418011500
G5107100,1970,Virginia,Norfolk city,86742,68938,634860650,224473100,608054250,7009.917341080445,9209.15387739708,7318.9533328721955,9906.778146687879,2587.8248138156832,859333750
G5107200,1970,Virginia,Norton city,1315,1051,9122800,784650,8024500,6102.281368821293,8680.11417697431,6937.490494296578,7534.182509505704,596.6920152091254,9907450
G5107300,1970,Virginia,Petersburg city,11262,8832,80510700,10537500,82657750,7339.526727046706,9115.794836956522,7148.881193393713,8084.549813532232,935.6686201385189,91048200
G5107400,1970,Virginia,Portsmouth city,34511,28320,259592300,31908600,273136750,7914.48378777781,9166.3947740113,7522.0161687577875,8446.608327779548,924.5921590217612,291500900
G5107500,1970,Virginia,Radford city,3107,2527,24643000,4507850,33184000,10680.399098809141,9751.87969924812,7931.445123913743,9382.314129385259,1450.869005471516,29150850
G5107600,1970,Virginia,Richmond city,82769,61229,650010400,134968900,699730750,8454.019620872548,10616.054483986347,7853.3073976972055,9483.977092872936,1630.66969517573,784979300
G5107700,1970,Virginia,Roanoke city,31928,24706,233094600,36175900,272149500,8523.850538712102,9434.736501254756,7300.63267351541,8433.678902530693,1133.0462290152843,269270500
G5107750,1970,Virginia,Salem city,6650,5624,57066500,6084250,72942500,10968.796992481202,10146.95945945946,8581.42857142857,9496.353383458647,914.9248120300751,63150750
G5107800,1970,Virginia,South Boston City,2247,1831,16316000,1821750,22063250,9818.980863373386,8910.977607864555,7261.237205162439,8071.984868713841,810.7476635514018,18137750
G5107900,1970,Virginia,Staunton city,7410,5917,60873350,9027700,87016000,11743.049932523616,10287.87392259591,8215.026990553306,9433.34008097166,1218.3130904183536,69901050
G5108000,1970,Virginia,Suffolk city,3348,2549,22345500,3197350,23533250,7029.047192353644,8766.37897214594,6674.283154121864,7629.28614097969,955.0029868578256,25542850
G5108100,1970,Virginia,Virginia Beach city,45130,40285,468265050,64814250,690138500,15292.23354752936,11623.806627777089,10375.915134057168,11812.082871703966,1436.167737646798,533079300
G5108200,1970,Virginia,Waynesboro city,5348,4535,48037650,4767850,66076750,12355.413238593866,10592.646085997794,8982.3578908003,9873.87808526552,891.5201944652207,52805500
G5108300,1970,Virginia,Williamsburg city,2399,1633,20430750,7518150,22464500,9364.110045852438,12511.175750153092,8516.360983743227,11650.22926219258,3133.868278449354,27948900
G5108400,1970,Virginia,Winchester city,5016,3804,35760850,6847800,47200500,9409.988038277512,9400.85436382755,7129.356060606061,8494.54744816587,1365.1913875598086,42608650
G5300010,1970,Washington,Adams County,3553,2993,29542300,2749900,23151750,6516.113143822122,9870.464416972936,8314.748100197017,9088.71376301717,773.965662820152,32292200
G5300030,1970,Washington,Asotin County,4615,3601,32582300,4599050,45452500,9848.862405200432,9048.125520688698,7060.086673889491,8056.630552546046,996.5438786565547,37181350
G5300050,1970,Washington,Benton County,20520,17510,198873950,16761600,213280250,10393.774366471735,11357.73557966876,9691.712962962964,10508.55506822612,816.8421052631579,215635550
G5300070,1970,Washington,Chelan County,14396,11065,106411650,14592650,135998250,9446.947068630176,9616.9588793493,7391.751180883579,8405.411225340373,1013.6600444567936,121004300
G5300090,1970,Washington,Clallam County,11681,9319,95020750,11221950,109119000,9341.580344148617,10196.453482133276,8134.641725879634,9095.342864480781,960.7011386011471,106242700
G5300110,1970,Washington,Clark County,41064,33586,375173900,37398500,433019750,10544.996834210013,11170.544274400048,9136.321352035846,10047.058250535749,910.7368984999026,412572400
G5300130,1970,Washington,Columbia County,1467,1141,10687900,2040550,9271500,6320.040899795501,9367.134092900964,7285.548738922972,8676.51670074983,1390.9679618268576,12728450
G5300150,1970,Washington,Cowlitz County,22140,18073,190342050,20213900,223602000,10099.457994579945,10531.84584739667,8597.201897018971,9510.205510388438,913.0036133694671,210555950
G5300170,1970,Washington,Douglas County,5268,4531,47159700,3266550,55046000,10449.126803340927,10408.23217832708,8952.107061503417,9572.181093394078,620.0740318906606,50426250
G5300190,1970,Washington,Ferry County,1113,896,7742950,888350,3968250,3565.363881401617,8641.685267857143,6956.828391734052,7754.986522911051,798.1581311769991,8631300
G5300210,1970,Washington,Franklin County,7879,6352,66520750,7591050,65353000,8294.580530524177,10472.410264483628,8442.790963320218,9406.244447264882,963.453483944663,74111800
G5300230,1970,Washington,Garfield County,985,763,6872000,704600,6014000,6105.583756345178,9006.553079947575,6976.649746192893,7691.9796954314725,715.3299492385787,7576600
G5300250,1970,Washington,Grant County,12584,10391,97497900,12496150,77269000,6140.257469802925,9382.917909729573,7747.767005721551,8740.785918626827,993.0189129052766,109994050
G5300270,1970,Washington,Grays Harbor County,19952,15483,155362600,20878650,181033750,9073.463813151564,10034.39901827811,7786.818364073777,8833.262329591018,1046.4439655172414,176241250
G5300290,1970,Washington,Island County,8400,7055,67976700,12546000,91779750,10926.160714285714,9635.251594613748,8092.464285714285,9586.035714285714,1493.5714285714287,80522700
G5300310,1970,Washington,Jefferson County,3666,2807,26748050,4492450,34412750,9387.002182214948,9529.052369077306,7296.2493180578285,8521.685761047464,1225.4364429896345,31240500
G5300330,1970,Washington,King County,391759,292063,3898323250,692116500,5645989000,14411.893536587544,13347.54231107672,9950.819891821247,11717.509361622835,1766.6894698015872,4590439750
G5300350,1970,Washington,Kitsap County,32856,26390,291019950,46855850,398741750,12136.040601412224,11027.660098522167,8857.43699780862,10283.534209885562,1426.0972120769418,337875800
G5300370,1970,Washington,Kittitas County,7846,5712,54026250,13255700,53071500,6764.147336222279,9458.377100840336,6885.833545755799,8575.3186336987,1689.485087942901,67281950
G5300390,1970,Washington,Klickitat County,3970,3168,31067400,3302000,21652000,5453.904282115869,9806.628787878788,7825.5415617128465,8657.27959697733,831.7380352644836,34369400
G5300410,1970,Washington,Lewis County,15282,11962,112690500,12377700,108881250,7124.803690616412,9420.707239592042,7374.067530427955,8184.020416175893,809.9528857479388,125068200
G5300430,1970,Washington,Lincoln County,3356,2679,27034750,3343800,19194250,5719.383194278904,10091.358715938783,8055.646603098928,9052.011323003575,996.3647199046484,30378550
G5300450,1970,Washington,Mason County,6768,5545,57159400,6156000,72899750,10771.239657210403,10308.277727682596,8445.537825059102,9355.112293144208,909.5744680851063,63315400
G5300470,1970,Washington,Okanogan County,8486,6764,62245250,5969750,57636000,6791.892528871082,9202.431992903606,7335.051850106057,8038.534056092388,703.4822059863304,68215000
G5300490,1970,Washington,Pacific County,5598,4331,41008900,4634050,42600750,7609.994640943194,9468.690833525745,7325.634155055377,8153.438728117185,827.8045730618078,45642950
G5300510,1970,Washington,Pend Oreille County,2030,1616,12957200,1385600,9443500,4651.970443349754,8018.069306930693,6382.857142857143,7065.4187192118225,682.5615763546798,14342800
G5300530,1970,Washington,Pierce County,123421,98925,1096952200,202018450,1408686000,11413.665421605723,11088.725802375537,8887.88941914261,10524.713379408691,1636.823960266081,1298970650
G5300550,1970,Washington,San Juan County,1514,1169,11628400,1430350,19226000,12698.81109643329,9947.305389221558,7680.5812417437255,8625.330250990753,944.7490092470277,13058750
G5300570,1970,Washington,Skagit County,17149,13749,143537150,15594850,175586250,10238.86232433378,10439.824714524693,8370.001166248761,9279.37489066418,909.3737244154178,159132000
G5300590,1970,Washington,Skamania County,1841,1540,13522900,1133250,11409750,6197.582835415535,8781.103896103896,7345.41010320478,7960.9722976643125,615.5621944595329,14656150
G5300610,1970,Washington,Snohomish County,81463,67971,799055750,79961350,1138509000,13975.780415648822,11755.833370113725,9808.81811374489,10790.384591777862,981.566478032972,879017100
G5300630,1970,Washington,Spokane County,93681,71683,752397400,111322600,924053000,9863.825108613273,10496.17622030328,8031.483438477386,9219.799105474964,1188.315666997577,863720000
G5300650,1970,Washington,Stevens County,5580,4537,38128350,3699150,27626000,4950.896057347671,8403.868194842407,6833.037634408603,7495.967741935484,662.9301075268817,41827500
G5300670,1970,Washington,Thurston County,25186,20142,229274550,28139750,281112750,11161.468673072342,11382.908847184986,9103.25379178909,10220.531247518462,1117.2774557293735,257414300
G5300690,1970,Washington,Wahkiakum County,1150,927,9458300,817800,7590000,6600,10203.128371089537,8224.608695652174,8935.739130434782,711.1304347826087,10276100
G5300710,1970,Washington,Walla Walla County,13438,10227,110298700,16107700,117895500,8773.292156570918,10785.049379094553,8207.96993600238,9406.637892543533,1198.6679565411519,126406400
G5300730,1970,Washington,Whatcom County,26720,20211,209376550,30961650,269464750,10084.758607784432,10359.534411953886,7835.94872754491,8994.693113772455,1158.744386227545,240338200
G5300750,1970,Washington,Whitman County,10728,8017,81782650,23272400,66703250,6217.678038777032,10201.15379817887,7623.28952274422,9792.603467561521,2169.3139448173006,105055050
G5300770,1970,Washington,Yakima County,46482,36795,330847950,38564250,386222750,8309.082010240523,8991.655116184264,7117.764941267587,7947.424809603717,829.6598683361301,369412200
G5400010,1970,West Virginia,Barbour County,4340,3570,22851150,2278500,17853250,4113.652073732719,6400.882352941177,5265.241935483871,5790.241935483871,525,25129650
G5400030,1970,West Virginia,Berkeley County,11337,9294,81824900,8553100,84355250,7440.703007850401,8804.056380460512,7217.509041192556,7971.950251389257,754.441210196701,90378000
G5400050,1970,West Virginia,Boone County,7576,6528,45265400,2683450,30901750,4078.9004751847942,6934.037990196079,5974.841605068637,6329.045670538543,354.20406546990495,47948850
G5400070,1970,West Virginia,Braxton County,4009,3288,22944850,1550800,14884000,3712.6465452731354,6978.360705596107,5723.334996258419,6110.164629583437,386.82963332501873,24495650
G5400090,1970,West Virginia,Brooke County,9055,7795,77905950,5727550,91519500,10107.067918277195,9994.348941629249,8603.638873550524,9236.167863059083,632.5289895085588,83633500
G5400110,1970,West Virginia,Cabell County,35663,27984,264509900,30927350,345488250,9687.582368280851,9452.183390508862,7416.927908476572,8284.139023637945,867.2111151613717,295437250
G5400130,1970,West Virginia,Calhoun County,2177,1874,11218650,528450,5845500,2685.117133670188,5986.472785485592,5153.261368856224,5396.003674781809,242.74230592558567,11747100
G5400150,1970,West Virginia,Clay County,2642,2249,11351550,760800,6278000,2376.230128690386,5047.376611827479,4296.5745647236945,4584.538228614686,287.96366389099165,12112350
G5400170,1970,West Virginia,Doddridge County,2050,1635,9817750,1044750,5540500,2702.682926829268,6004.74006116208,4789.1463414634145,5298.780487804878,509.6341463414634,10862500
G5400190,1970,West Virginia,Fayette County,15242,12586,86587350,7159650,85278250,5594.951449940952,6879.655966947402,5680.839128723264,6150.570791234746,469.73166251148143,93747000
G5400210,1970,West Virginia,Gilmer County,2293,1806,10027150,1610000,7745750,3377.998255560401,5552.131782945737,4372.939380723942,5075.076319232447,702.1369385085042,11637150
G5400230,1970,West Virginia,Grant County,2609,2220,14758950,1189850,13564500,5199.118436182445,6648.175675675676,5656.937523955538,6112.993484093522,456.0559601379839,15948800
G5400250,1970,West Virginia,Greenbrier County,10262,8521,60010450,6271750,63258500,6164.344182420581,7042.653444431405,5847.831806665367,6458.994348080296,611.1625414149289,66282200
G5400270,1970,West Virginia,Hampshire County,3615,3036,21092100,1819000,15710250,4345.850622406639,6947.332015810277,5834.60580912863,6337.786998616874,503.18118948824343,22911100
G5400290,1970,West Virginia,Hancock County,12067,10449,113916400,8363250,133209250,11039.135659235933,10902.134175519188,9440.324852904616,10133.392723957902,693.0678710532858,122279650
G5400310,1970,West Virginia,Hardy County,2788,2334,14831800,1140350,11428250,4099.085365853659,6354.670094258783,5319.87087517934,5728.891678622668,409.02080344332853,15972150
G5400330,1970,West Virginia,Harrison County,24290,19564,165628450,17513050,184985250,7615.69575957184,8465.980883254959,6818.791683820502,7539.790037052285,720.9983532317826,183141500
G5400350,1970,West Virginia,Jackson County,6189,5451,44496800,2122300,42663000,6893.359185651963,8163.052650889745,7189.659072548069,7532.573921473582,342.914848925513,46619100
G5400370,1970,West Virginia,Jefferson County,6374,5328,46197700,4684950,46673500,7322.481957954189,8670.73948948949,7247.834954502667,7982.84436774396,735.0094132412928,50882650
G5400390,1970,West Virginia,Kanawha County,74511,61387,593474150,55649700,716687750,9618.549610124679,9667.749686415691,7964.919944706151,8711.78550818,746.8655634738495,649123850
G5400410,1970,West Virginia,Lewis County,5342,4296,29629550,2790800,26915750,5038.515537251966,6897.008845437616,5546.527517783602,6068.95357543991,522.4260576563084,32420350
G5400430,1970,West Virginia,Lincoln County,5470,4742,28983850,1628750,17392000,3179.524680073126,6112.1573175875155,5298.692870201097,5596.453382084095,297.7605118829982,30612600
G5400450,1970,West Virginia,Logan County,13486,11481,86660500,5829200,62346500,4623.053537001335,7548.166536016027,6425.960255079342,6858.201097434377,432.24084235503483,92489700
G5400470,1970,West Virginia,McDowell County,14455,12425,83082450,5687900,43205000,2988.9311656866134,6686.71629778672,5747.661708751297,6141.151850570736,393.49014181943966,88770350
G5400490,1970,West Virginia,Marion County,20727,16574,137411650,13790600,148246000,7152.313407632557,8290.79582478581,6629.596661359579,7294.941380807642,665.344719448063,151202250
G5400510,1970,West Virginia,Marshall County,11784,9874,88471800,6430200,90106000,7646.469789545146,8960.07696981973,7507.790224032587,8053.462321792261,545.6720977596741,94902000
G5400530,1970,West Virginia,Mason County,7413,6281,44709150,3692300,45580000,6148.657763388642,7118.157936634294,6031.181707810603,6529.266154053689,498.08444624308646,48401450
G5400550,1970,West Virginia,Mercer County,20282,16659,134186800,13022300,145683750,7182.908490286954,8054.913260099645,6616.053643624889,7258.115570456563,642.0619268316734,147209100
G5400570,1970,West Virginia,Mineral County,7270,6048,48116750,3858200,47054750,6472.455295735901,7955.811838624339,6618.53507565337,7149.236588720771,530.7015130674002,51974950
G5400590,1970,West Virginia,Mingo County,9284,7891,49315650,3552600,35727250,3848.260448082723,6249.607147383094,5311.896811719087,5694.555148642827,382.65833692373974,52868250
G5400610,1970,West Virginia,Monongalia County,19687,15086,133650150,23163900,152320000,7737.085386295525,8859.217154978125,6788.751460354549,7965.360390105146,1176.6089297505969,156814050
G5400630,1970,West Virginia,Monroe County,3349,2823,17952300,995050,14176000,4232.905344879068,6359.298618490967,5360.495670349358,5657.61421319797,297.1185428486115,18947350
G5400650,1970,West Virginia,Morgan County,2766,2258,16940250,1320550,16248250,5874.276934201012,7502.32506643047,6124.457700650759,6601.879971077368,477.4222704266088,18260800
G5400670,1970,West Virginia,Nicholas County,6728,5797,41271750,2105000,30920750,4595.830856123663,7119.50146627566,6134.326694411415,6447.198275862069,312.871581450654,43376750
G5400690,1970,West Virginia,Ohio County,21188,16216,164941650,24225600,185405750,8750.507362658109,10171.537370498274,7784.672928072494,8928.0370964697,1143.364168397206,189167250
G5400710,1970,West Virginia,Pendleton County,2162,1824,11510550,956900,7168250,3315.5642923219243,6310.608552631579,5324.028677150786,5766.6281221091585,442.59944495837186,12467450
G5400730,1970,West Virginia,Pleasants County,2117,1771,15515000,1053500,14818750,6999.881908360888,8760.587238848108,7328.767123287671,7826.405290505432,497.638167217761,16568500
G5400750,1970,West Virginia,Pocahontas County,2826,2296,13602600,1604900,11043750,3907.908704883227,5924.477351916376,4813.375796178344,5381.280962491153,567.9051663128096,15207500
G5400770,1970,West Virginia,Preston County,7667,6541,43756100,3202900,35173000,4587.583148558759,6689.5123069866995,5707.069257858354,6124.820659971306,417.7514021129516,46959000
G5400790,1970,West Virginia,Putnam County,8363,7446,63253200,2223350,72050250,8615.359320817888,8494.923448831587,7563.45808920244,7829.313643429391,265.85555422695205,65476550
G5400810,1970,West Virginia,Raleigh County,21919,18299,139007150,9959150,147476250,6728.238058305579,7596.434231378764,6341.85638030932,6796.21789315206,454.36151284273916,148966300
